# sdk/api-contract.tsv — the java/** and javax/** surface pico-jvm serves.
#
# GENERATED by picodroid-core's `api_contract_is_current` test
# (picodroid-core/src/native_handler/api_contract.rs) from the runtime's
# own tables; do not edit by hand. Regenerate with
#     scripts/gen-api-contract.sh
# after changing an SDK java/** class, BUILTIN_METHODS / BUILTIN_CLASS_NAMES /
# BUILTIN_INTERFACE_METHODS (jvm/src/native/mod.rs), BUILTIN_SUPER / BUILTIN_INTERFACES
# (jvm/src/interpreter/helpers.rs), or picodroid-core's
# PLATFORM_BUILTIN_METHODS / CONTRACT_HINTS / TOLERATED.
#
# Consumed by the Gradle task `verifyApiContract`
# (buildSrc/src/main/kotlin/picodroid/classfile/ApiContract.kt), which runs
# on every app's compiled classes before they are packed into a PAPK.
#
# Grammar (tab-separated):
#   owner                            the class resolves: new / checkcast /
#                                    instanceof / catch / super / interface /
#                                    ldc / array element / lambda SAM type
#   owner<TAB>name<TAB>desc          member served with exactly this descriptor
#   owner<TAB>name<TAB>              member served for any descriptor (native
#                                    dispatch is keyed on (class, name))
#   @extends<TAB>child<TAB>parent    builtin superclass edge (BUILTIN_SUPER)
#   @implements<TAB>class<TAB>iface  builtin interface edge (BUILTIN_INTERFACES)
#   @nameonly<TAB>class              resolves as a catch / super / cast type only,
#                                    never instantiated
#   @hint<TAB>owner|prefix*<TAB>name|<empty><TAB>text
#                                    advice printed beside a rejected reference
#
# Resolution (mirrors pico-jvm's dispatch_native): a member is served on an
# owner when a row matches on the owner, on any @extends ancestor, or on
# java/lang/Object; a member of an interface is served when a class that
# @implements it (transitively) serves it, or an app class implementing it
# declares it. A class-file-backed class also serves its declared members
# by inheritance in the usual way.
#
# ── Tolerated: accepted although not served (static shapes never executed) ──
#   java/util/Locale.ROOTLjava/util/Locale; — kotlinc's uppercase()/lowercase() pass it to String.toUpperCase(Locale); getstatic on a classfile-less class reads null and the arm ignores it
#   java/util/Locale.USLjava/util/Locale; — as ROOT
#   java/lang/invoke/LambdaMetafactory (name only) — bootstrap-method owner of every invokedynamic; the interpreter matches the name and builds the lambda itself
#   java/util/AbstractList (name only) — compile-time superclass of the kotlin-shim's EnumEntriesList; its <init> falls through to Object
#   java/lang/NoSuchFieldError (name only) — catch_type in every $WhenMappings / $SwitchMap; never thrown by this JVM
#   java/lang/CloneNotSupportedException (name only) — catch_type in every clone() override that calls super.clone(); Object.clone never throws it here
#
# ── Classes and members ──
java/io/IOException
java/io/InterruptedIOException
java/lang/Appendable
java/lang/ArithmeticException
java/lang/ArrayIndexOutOfBoundsException
java/lang/ArrayStoreException
java/lang/AutoCloseable
java/lang/AutoCloseable	close	()V
java/time/LocalDateTime	hashCode	()I
java/time/LocalDateTime	isAfter	(Ljava/time/chrono/ChronoLocalDateTime;)Z
java/time/LocalDateTime	isBefore	(Ljava/time/chrono/ChronoLocalDateTime;)Z
java/time/LocalDateTime	isEqual	(Ljava/time/chrono/ChronoLocalDateTime;)Z
java/time/LocalDateTime	isSupported	(Ljava/time/temporal/TemporalUnit;)Z
java/time/LocalDateTime	minus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/temporal/Temporal;
java/time/LocalDateTime	minus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/temporal/Temporal;
java/time/LocalDateTime	minusDays	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusHours	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusMinutes	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusMonths	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusNanos	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusSeconds	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusWeeks	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	minusYears	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	now	()Ljava/time/LocalDateTime;
java/time/LocalDateTime	now	(Ljava/time/ZoneId;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	of	(IIIII)Ljava/time/LocalDateTime;
java/time/LocalDateTime	of	(IIIIII)Ljava/time/LocalDateTime;
java/time/LocalDateTime	of	(IIIIIII)Ljava/time/LocalDateTime;
java/time/LocalDateTime	of	(ILjava/time/Month;III)Ljava/time/LocalDateTime;
java/time/LocalDateTime	of	(ILjava/time/Month;IIII)Ljava/time/LocalDateTime;
java/time/LocalDateTime	of	(Ljava/time/LocalDate;Ljava/time/LocalTime;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	ofEpochSecond	(JILjava/time/ZoneOffset;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	ofInstant	(Ljava/time/Instant;Ljava/time/ZoneId;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	parse	(Ljava/lang/CharSequence;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/temporal/Temporal;
java/time/LocalDateTime	plus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/temporal/Temporal;
java/time/LocalDateTime	plusDays	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusHours	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusMinutes	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusMonths	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusNanos	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusSeconds	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusWeeks	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	plusYears	(J)Ljava/time/LocalDateTime;
java/time/LocalDateTime	time	Ljava/time/LocalTime;
java/time/LocalDateTime	toEpochSecond	(Ljava/time/ZoneOffset;)J
java/time/LocalDateTime	toInstant	(Ljava/time/ZoneOffset;)Ljava/time/Instant;
java/time/LocalDateTime	toLocalDate	()Ljava/time/LocalDate;
java/time/LocalDateTime	toLocalDate	()Ljava/time/chrono/ChronoLocalDate;
java/time/LocalDateTime	toLocalTime	()Ljava/time/LocalTime;
java/time/LocalDateTime	toString	()Ljava/lang/String;
java/time/LocalDateTime	truncatedTo	(Ljava/time/temporal/TemporalUnit;)Ljava/time/LocalDateTime;
java/time/LocalDateTime	until	(Ljava/time/temporal/Temporal;Ljava/time/temporal/TemporalUnit;)J
java/time/LocalDateTime	withDayOfMonth	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime	withHour	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime	withMinute	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime	withMonth	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime	withNano	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime	withSecond	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime	withYear	(I)Ljava/time/LocalDateTime;
java/time/LocalDateTime$1
java/time/LocalDateTime$1	$SwitchMap$java$time$temporal$ChronoUnit	[I
java/time/LocalTime
java/time/LocalTime	HOURS_PER_DAY	I
java/time/LocalTime	MAX	Ljava/time/LocalTime;
java/time/LocalTime	MIDNIGHT	Ljava/time/LocalTime;
java/time/LocalTime	MILLIS_PER_DAY	J
java/time/LocalTime	MIN	Ljava/time/LocalTime;
java/time/LocalTime	MINUTES_PER_DAY	I
java/time/LocalTime	MINUTES_PER_HOUR	I
java/time/LocalTime	NANOS_PER_DAY	J
java/time/LocalTime	NANOS_PER_HOUR	J
java/time/LocalTime	NANOS_PER_MINUTE	J
java/time/LocalTime	NANOS_PER_SECOND	J
java/time/LocalTime	NOON	Ljava/time/LocalTime;
java/time/LocalTime	SECONDS_PER_DAY	I
java/time/LocalTime	SECONDS_PER_HOUR	I
java/time/LocalTime	SECONDS_PER_MINUTE	I
java/time/LocalTime	appendTo	(Ljava/lang/StringBuilder;)V
java/time/LocalTime	atDate	(Ljava/time/LocalDate;)Ljava/time/LocalDateTime;
java/time/LocalTime	compareTo	(Ljava/lang/Object;)I
java/time/LocalTime	compareTo	(Ljava/time/LocalTime;)I
java/time/LocalTime	equals	(Ljava/lang/Object;)Z
java/time/LocalTime	format	(Ljava/time/format/DateTimeFormatter;)Ljava/lang/String;
java/time/LocalTime	from	(Ljava/time/temporal/Temporal;)Ljava/time/LocalTime;
java/time/LocalTime	getHour	()I
java/time/LocalTime	getMinute	()I
java/time/LocalTime	getNano	()I
java/time/LocalTime	getSecond	()I
java/time/LocalTime	hashCode	()I
java/time/LocalTime	hour	I
java/time/LocalTime	isAfter	(Ljava/time/LocalTime;)Z
java/time/LocalTime	isBefore	(Ljava/time/LocalTime;)Z
java/time/LocalTime	isSupported	(Ljava/time/temporal/TemporalUnit;)Z
java/time/LocalTime	minus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/LocalTime;
java/time/LocalTime	minus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/temporal/Temporal;
java/time/LocalTime	minus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/LocalTime;
java/time/LocalTime	minus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/temporal/Temporal;
java/time/LocalTime	minusHours	(J)Ljava/time/LocalTime;
java/time/LocalTime	minusMinutes	(J)Ljava/time/LocalTime;
java/time/LocalTime	minusNanos	(J)Ljava/time/LocalTime;
java/time/LocalTime	minusSeconds	(J)Ljava/time/LocalTime;
java/time/LocalTime	minute	I
java/time/LocalTime	nano	I
java/time/LocalTime	now	()Ljava/time/LocalTime;
java/time/LocalTime	now	(Ljava/time/ZoneId;)Ljava/time/LocalTime;
java/time/LocalTime	of	(II)Ljava/time/LocalTime;
java/time/LocalTime	of	(III)Ljava/time/LocalTime;
java/time/LocalTime	of	(IIII)Ljava/time/LocalTime;
java/time/LocalTime	ofNanoOfDay	(J)Ljava/time/LocalTime;
java/time/LocalTime	ofSecondOfDay	(J)Ljava/time/LocalTime;
java/time/LocalTime	parse	(Ljava/lang/CharSequence;)Ljava/time/LocalTime;
java/time/LocalTime	plus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/LocalTime;
java/time/LocalTime	plus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/temporal/Temporal;
java/time/LocalTime	plus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/LocalTime;
java/time/LocalTime	plus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/temporal/Temporal;
java/time/LocalTime	plusHours	(J)Ljava/time/LocalTime;
java/time/LocalTime	plusMinutes	(J)Ljava/time/LocalTime;
java/time/LocalTime	plusNanos	(J)Ljava/time/LocalTime;
java/time/LocalTime	plusSeconds	(J)Ljava/time/LocalTime;
java/time/LocalTime	second	I
java/time/LocalTime	toNanoOfDay	()J
java/time/LocalTime	toSecondOfDay	()I
java/time/LocalTime	toString	()Ljava/lang/String;
java/time/LocalTime	truncatedTo	(Ljava/time/temporal/TemporalUnit;)Ljava/time/LocalTime;
java/time/LocalTime	twoDigits	(Ljava/lang/StringBuilder;I)V
java/time/LocalTime	until	(Ljava/time/temporal/Temporal;Ljava/time/temporal/TemporalUnit;)J
java/time/LocalTime	withHour	(I)Ljava/time/LocalTime;
java/time/LocalTime	withMinute	(I)Ljava/time/LocalTime;
java/time/LocalTime	withNano	(I)Ljava/time/LocalTime;
java/time/LocalTime	withSecond	(I)Ljava/time/LocalTime;
java/time/LocalTime$1
java/time/LocalTime$1	$SwitchMap$java$time$temporal$ChronoUnit	[I
java/time/Month
java/time/Month	$VALUES	[Ljava/time/Month;
java/time/Month	APRIL	Ljava/time/Month;
java/time/Month	AUGUST	Ljava/time/Month;
java/time/Month	DECEMBER	Ljava/time/Month;
java/time/Month	ENUMS	[Ljava/time/Month;
java/time/Month	FEBRUARY	Ljava/time/Month;
java/time/Month	JANUARY	Ljava/time/Month;
java/time/Month	JULY	Ljava/time/Month;
java/time/Month	JUNE	Ljava/time/Month;
java/time/Month	MARCH	Ljava/time/Month;
java/time/Month	MAY	Ljava/time/Month;
java/time/Month	NOVEMBER	Ljava/time/Month;
java/time/Month	OCTOBER	Ljava/time/Month;
java/time/Month	SEPTEMBER	Ljava/time/Month;
java/time/Month	firstDayOfYear	(Z)I
java/time/Month	firstMonthOfQuarter	()Ljava/time/Month;
java/time/Month	getValue	()I
java/time/Month	length	(Z)I
java/time/Month	maxLength	()I
java/time/Month	minLength	()I
java/time/Month	minus	(J)Ljava/time/Month;
java/time/Month	of	(I)Ljava/time/Month;
java/time/Month	plus	(J)Ljava/time/Month;
java/time/Month	valueOf	(Ljava/lang/String;)Ljava/time/Month;
java/time/Month	values	()[Ljava/time/Month;
java/time/Year
java/time/Year	MAX_VALUE	I
java/time/Year	MIN_VALUE	I
java/time/Year	atDay	(I)Ljava/time/LocalDate;
java/time/Year	compareTo	(Ljava/lang/Object;)I
java/time/Year	compareTo	(Ljava/time/Year;)I
java/time/Year	equals	(Ljava/lang/Object;)Z
java/time/Year	getValue	()I
java/time/Year	hashCode	()I
java/time/Year	isLeap	()Z
java/time/Year	isLeap	(J)Z
java/time/Year	length	()I
java/time/Year	of	(I)Ljava/time/Year;
java/time/Year	toString	()Ljava/lang/String;
java/time/Year	year	I
java/time/ZoneId
java/time/ZoneId	<init>	()V
java/time/ZoneId	equals	(Ljava/lang/Object;)Z
java/time/ZoneId	getId	()Ljava/lang/String;
java/time/ZoneId	getRules	()Ljava/time/zone/ZoneRules;
java/time/ZoneId	hashCode	()I
java/time/ZoneId	of	(Ljava/lang/String;)Ljava/time/ZoneId;
java/time/ZoneId	systemDefault	()Ljava/time/ZoneId;
java/time/ZoneId	toString	()Ljava/lang/String;
java/time/ZoneId$Fixed
java/time/ZoneId$Fixed	<init>	(Ljava/lang/String;Ljava/time/ZoneOffset;)V
java/time/ZoneId$Fixed	getId	()Ljava/lang/String;
java/time/ZoneId$Fixed	getRules	()Ljava/time/zone/ZoneRules;
java/time/ZoneId$Fixed	id	Ljava/lang/String;
java/time/ZoneId$Fixed	rules	Ljava/time/zone/ZoneRules;
java/time/ZoneOffset
java/time/ZoneOffset	MAX	Ljava/time/ZoneOffset;
java/time/ZoneOffset	MAX_SECONDS	I
java/time/ZoneOffset	MIN	Ljava/time/ZoneOffset;
java/time/ZoneOffset	UTC	Ljava/time/ZoneOffset;
java/time/ZoneOffset	compareTo	(Ljava/lang/Object;)I
java/time/ZoneOffset	compareTo	(Ljava/time/ZoneOffset;)I
java/time/ZoneOffset	equals	(Ljava/lang/Object;)Z
java/time/ZoneOffset	getId	()Ljava/lang/String;
java/time/ZoneOffset	getRules	()Ljava/time/zone/ZoneRules;
java/time/ZoneOffset	getTotalSeconds	()I
java/time/ZoneOffset	hashCode	()I
java/time/ZoneOffset	id	Ljava/lang/String;
java/time/ZoneOffset	of	(Ljava/lang/String;)Ljava/time/ZoneOffset;
java/time/ZoneOffset	ofHours	(I)Ljava/time/ZoneOffset;
java/time/ZoneOffset	ofHoursMinutes	(II)Ljava/time/ZoneOffset;
java/time/ZoneOffset	ofHoursMinutesSeconds	(III)Ljava/time/ZoneOffset;
java/time/ZoneOffset	ofTotalSeconds	(I)Ljava/time/ZoneOffset;
java/time/ZoneOffset	toString	()Ljava/lang/String;
java/time/ZoneOffset	totalSeconds	I
java/time/chrono/ChronoLocalDate
java/time/chrono/ChronoLocalDate	atTime	(Ljava/time/LocalTime;)Ljava/time/chrono/ChronoLocalDateTime;
java/time/chrono/ChronoLocalDate	compareTo	(Ljava/lang/Object;)I
java/time/chrono/ChronoLocalDate	compareTo	(Ljava/time/chrono/ChronoLocalDate;)I
java/time/chrono/ChronoLocalDate	isAfter	(Ljava/time/chrono/ChronoLocalDate;)Z
java/time/chrono/ChronoLocalDate	isBefore	(Ljava/time/chrono/ChronoLocalDate;)Z
java/time/chrono/ChronoLocalDate	isEqual	(Ljava/time/chrono/ChronoLocalDate;)Z
java/time/chrono/ChronoLocalDate	isLeapYear	()Z
java/time/chrono/ChronoLocalDate	lengthOfMonth	()I
java/time/chrono/ChronoLocalDate	lengthOfYear	()I
java/time/chrono/ChronoLocalDate	toEpochDay	()J
java/time/chrono/ChronoLocalDateTime
java/time/chrono/ChronoLocalDateTime	compareTo	(Ljava/lang/Object;)I
java/time/chrono/ChronoLocalDateTime	compareTo	(Ljava/time/chrono/ChronoLocalDateTime;)I
java/time/chrono/ChronoLocalDateTime	isAfter	(Ljava/time/chrono/ChronoLocalDateTime;)Z
java/time/chrono/ChronoLocalDateTime	isBefore	(Ljava/time/chrono/ChronoLocalDateTime;)Z
java/time/chrono/ChronoLocalDateTime	isEqual	(Ljava/time/chrono/ChronoLocalDateTime;)Z
java/time/chrono/ChronoLocalDateTime	toEpochSecond	(Ljava/time/ZoneOffset;)J
java/time/chrono/ChronoLocalDateTime	toInstant	(Ljava/time/ZoneOffset;)Ljava/time/Instant;
java/time/chrono/ChronoLocalDateTime	toLocalDate	()Ljava/time/chrono/ChronoLocalDate;
java/time/chrono/ChronoLocalDateTime	toLocalTime	()Ljava/time/LocalTime;
java/time/format/DateTimeFormatter
java/time/format/DateTimeFormatter	DAYS	[Ljava/lang/String;
java/time/format/DateTimeFormatter	ISO_LOCAL_DATE	Ljava/time/format/DateTimeFormatter;
java/time/format/DateTimeFormatter	ISO_LOCAL_DATE_TIME	Ljava/time/format/DateTimeFormatter;
java/time/format/DateTimeFormatter	ISO_LOCAL_TIME	Ljava/time/format/DateTimeFormatter;
java/time/format/DateTimeFormatter	MONTHS	[Ljava/lang/String;
java/time/format/DateTimeFormatter	format	(Ljava/time/temporal/TemporalAccessor;)Ljava/lang/String;
java/time/format/DateTimeFormatter	ofPattern	(Ljava/lang/String;)Ljava/time/format/DateTimeFormatter;
java/time/format/DateTimeFormatter	pattern	Ljava/lang/String;
java/time/format/DateTimeFormatter	toString	()Ljava/lang/String;
java/time/temporal/ChronoUnit
java/time/temporal/ChronoUnit	$VALUES	[Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	CENTURIES	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	DAYS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	DECADES	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	ERAS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	FOREVER	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	HALF_DAYS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	HOURS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	MICROS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	MILLENNIA	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	MILLIS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	MINUTES	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	MONTHS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	NANOS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	SECONDS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	WEEKS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	YEARS	Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	addTo	(Ljava/time/temporal/Temporal;J)Ljava/time/temporal/Temporal;
java/time/temporal/ChronoUnit	between	(Ljava/time/temporal/Temporal;Ljava/time/temporal/Temporal;)J
java/time/temporal/ChronoUnit	duration	Ljava/time/Duration;
java/time/temporal/ChronoUnit	getDuration	()Ljava/time/Duration;
java/time/temporal/ChronoUnit	isDateBased	()Z
java/time/temporal/ChronoUnit	isDurationEstimated	()Z
java/time/temporal/ChronoUnit	isSupportedBy	(Ljava/time/temporal/Temporal;)Z
java/time/temporal/ChronoUnit	isTimeBased	()Z
java/time/temporal/ChronoUnit	valueOf	(Ljava/lang/String;)Ljava/time/temporal/ChronoUnit;
java/time/temporal/ChronoUnit	values	()[Ljava/time/temporal/ChronoUnit;
java/time/temporal/Temporal
java/time/temporal/Temporal	isSupported	(Ljava/time/temporal/TemporalUnit;)Z
java/time/temporal/Temporal	minus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/temporal/Temporal;
java/time/temporal/Temporal	minus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/temporal/Temporal;
java/time/temporal/Temporal	plus	(JLjava/time/temporal/TemporalUnit;)Ljava/time/temporal/Temporal;
java/time/temporal/Temporal	plus	(Ljava/time/temporal/TemporalAmount;)Ljava/time/temporal/Temporal;
java/time/temporal/Temporal	until	(Ljava/time/temporal/Temporal;Ljava/time/temporal/TemporalUnit;)J
java/time/temporal/TemporalAccessor
java/time/temporal/TemporalAccessor	query	(Ljava/time/temporal/TemporalQuery;)Ljava/lang/Object;
java/time/temporal/TemporalUnit
java/time/temporal/TemporalUnit	addTo	(Ljava/time/temporal/Temporal;J)Ljava/time/temporal/Temporal;
java/time/temporal/TemporalUnit	between	(Ljava/time/temporal/Temporal;Ljava/time/temporal/Temporal;)J
java/time/temporal/TemporalUnit	getDuration	()Ljava/time/Duration;
java/time/temporal/TemporalUnit	isDateBased	()Z
java/time/temporal/TemporalUnit	isDurationEstimated	()Z
java/time/temporal/TemporalUnit	isSupportedBy	(Ljava/time/temporal/Temporal;)Z
java/time/temporal/TemporalUnit	isTimeBased	()Z
java/time/zone/ZoneRules
java/time/zone/ZoneRules	equals	(Ljava/lang/Object;)Z
java/time/zone/ZoneRules	getOffset	(Ljava/time/Instant;)Ljava/time/ZoneOffset;
java/time/zone/ZoneRules	getOffset	(Ljava/time/LocalDateTime;)Ljava/time/ZoneOffset;
java/time/zone/ZoneRules	hashCode	()I
java/time/zone/ZoneRules	isDaylightSavings	(Ljava/time/Instant;)Z
java/time/zone/ZoneRules	isFixedOffset	()Z
java/time/zone/ZoneRules	of	(Ljava/time/ZoneOffset;)Ljava/time/zone/ZoneRules;
java/time/zone/ZoneRules	offset	Ljava/time/ZoneOffset;
java/time/zone/ZoneRules	toString	()Ljava/lang/String;
java/util/ArrayList
java/util/ArrayList	<init>	()V
java/util/ArrayList	<init>	(I)V
java/util/ArrayList	add	
java/util/ArrayList	clear	
java/util/ArrayList	contains	
java/util/ArrayList	get	
java/util/ArrayList	isEmpty	
java/util/ArrayList	iterator	
java/util/ArrayList	remove	
java/util/ArrayList	set	
java/util/ArrayList	size	
java/util/ArrayList	sort	(Ljava/util/Comparator;)V
java/util/ArrayList	toArray	
java/util/Arrays
java/util/Arrays	copyOf	
java/util/Arrays	copyOf	([BI)[B
java/util/Arrays	copyOf	([CI)[C
java/util/Arrays	copyOf	([DI)[D
java/util/Arrays	copyOf	([FI)[F
java/util/Arrays	copyOf	([II)[I
java/util/Arrays	copyOf	([JI)[J
java/util/Arrays	copyOf	([SI)[S
java/util/Arrays	fill	
java/util/Arrays	fill	([BB)V
java/util/Arrays	fill	([CC)V
java/util/Arrays	fill	([DD)V
java/util/Arrays	fill	([FF)V
java/util/Arrays	fill	([II)V
java/util/Arrays	fill	([JJ)V
java/util/Arrays	fill	([SS)V
java/util/Arrays	sort	
java/util/Arrays	sort	([B)V
java/util/Arrays	sort	([C)V
java/util/Arrays	sort	([D)V
java/util/Arrays	sort	([F)V
java/util/Arrays	sort	([I)V
java/util/Arrays	sort	([J)V
java/util/Arrays	sort	([Ljava/lang/Object;)V
java/util/Arrays	sort	([Ljava/lang/Object;Ljava/util/Comparator;)V
java/util/Arrays	sort	([S)V
java/util/Arrays	toString	
java/util/Arrays	toString	([B)Ljava/lang/String;
java/util/Arrays	toString	([C)Ljava/lang/String;
java/util/Arrays	toString	([D)Ljava/lang/String;
java/util/Arrays	toString	([F)Ljava/lang/String;
java/util/Arrays	toString	([I)Ljava/lang/String;
java/util/Arrays	toString	([J)Ljava/lang/String;
java/util/Arrays	toString	([Ljava/lang/Object;)Ljava/lang/String;
java/util/Arrays	toString	([S)Ljava/lang/String;
java/util/Collection
java/util/Collections
java/util/Collections	reverse	(Ljava/util/List;)V
java/util/Collections	sort	(Ljava/util/List;)V
java/util/Collections	sort	(Ljava/util/List;Ljava/util/Comparator;)V
java/util/Comparator
java/util/Comparator	compare	(Ljava/lang/Object;Ljava/lang/Object;)I
java/util/ConcurrentModificationException
java/util/HashMap
java/util/HashMap	<init>	()V
java/util/HashMap	<init>	(I)V
java/util/HashMap	<init>	(IF)V
java/util/HashMap	clear	
java/util/HashMap	containsKey	
java/util/HashMap	containsValue	
java/util/HashMap	entrySet	
java/util/HashMap	get	
java/util/HashMap	getOrDefault	
java/util/HashMap	isEmpty	
java/util/HashMap	keySet	
java/util/HashMap	put	
java/util/HashMap	remove	
java/util/HashMap	size	
java/util/HashMap	values	
java/util/HashMap$EntrySet
java/util/HashMap$EntrySet	contains	
java/util/HashMap$EntrySet	iterator	
java/util/HashMap$EntrySet	size	
java/util/HashMap$KeySet
java/util/HashMap$KeySet	contains	
java/util/HashMap$KeySet	iterator	
java/util/HashMap$KeySet	size	
java/util/HashMap$Values
java/util/HashMap$Values	contains	
java/util/HashMap$Values	iterator	
java/util/HashMap$Values	size	
java/util/HashSet
java/util/HashSet	<init>	()V
java/util/HashSet	<init>	(I)V
java/util/HashSet	<init>	(IF)V
java/util/HashSet	add	
java/util/HashSet	clear	
java/util/HashSet	contains	
java/util/HashSet	isEmpty	
java/util/HashSet	iterator	
java/util/HashSet	remove	
java/util/HashSet	size	
java/util/IllegalFormatConversionException
java/util/IllegalFormatConversionException	<init>	
java/util/IllegalFormatConversionException	addSuppressed	
java/util/IllegalFormatConversionException	getCause	
java/util/IllegalFormatConversionException	getMessage	
java/util/IllegalFormatConversionException	getSuppressed	
java/util/IllegalFormatException
java/util/IllegalFormatException	<init>	
java/util/IllegalFormatException	addSuppressed	
java/util/IllegalFormatException	getCause	
java/util/IllegalFormatException	getMessage	
java/util/IllegalFormatException	getSuppressed	
java/util/IllegalFormatPrecisionException
java/util/IllegalFormatPrecisionException	<init>	
java/util/IllegalFormatPrecisionException	addSuppressed	
java/util/IllegalFormatPrecisionException	getCause	
java/util/IllegalFormatPrecisionException	getMessage	
java/util/IllegalFormatPrecisionException	getSuppressed	
java/util/Iterator
java/util/Iterator	hasNext	
java/util/Iterator	next	
java/util/Iterator	remove	
java/util/LinkedHashMap
java/util/LinkedHashMap	<init>	()V
java/util/LinkedHashMap	<init>	(I)V
java/util/LinkedHashMap	<init>	(IF)V
java/util/LinkedHashMap	clear	
java/util/LinkedHashMap	containsKey	
java/util/LinkedHashMap	containsValue	
java/util/LinkedHashMap	entrySet	
java/util/LinkedHashMap	get	
java/util/LinkedHashMap	getOrDefault	
java/util/LinkedHashMap	isEmpty	
java/util/LinkedHashMap	keySet	
java/util/LinkedHashMap	put	
java/util/LinkedHashMap	remove	
java/util/LinkedHashMap	size	
java/util/LinkedHashMap	values	
java/util/LinkedHashSet
java/util/LinkedHashSet	<init>	()V
java/util/LinkedHashSet	<init>	(I)V
java/util/LinkedHashSet	<init>	(IF)V
java/util/LinkedHashSet	add	
java/util/LinkedHashSet	clear	
java/util/LinkedHashSet	contains	
java/util/LinkedHashSet	isEmpty	
java/util/LinkedHashSet	iterator	
java/util/LinkedHashSet	remove	
java/util/LinkedHashSet	size	
java/util/List
java/util/Locale	ROOT	Ljava/util/Locale;
java/util/Locale	US	Ljava/util/Locale;
java/util/Map
java/util/Map$Entry
java/util/Map$Entry	getKey	
